1	68008.487033
2	68009.253233
3	68010.053431
4	68010.856785
5	68011.653158
6	68012.453310
7	68013.258214
8	68014.056274
9	68014.869671
10	68015.653393
11	68016.456631
12	68017.253249
13	68018.057131
14	68018.860909
15	68019.653304
16	68020.453306
17	68021.257230
18	68022.052895
19	68022.868817
20	68023.647794
21	68024.452973
22	68025.253253
23	68026.053376
24	68026.869028
25	68027.654360
26	68028.454955
27	68029.254412
28	68030.054669
29	68030.869051
30	68031.655172
31	68032.455536
32	68033.256118
33	68034.056502
34	68034.847078
35	68035.656879
36	68036.457118
37	68037.257138
38	68038.057618
39	68038.870760
40	68039.648082
41	68040.457844
42	68041.258354
43	68042.058389
44	68042.871215
45	68043.658703
46	68044.454433
47	68045.259103
48	68046.059083
49	68046.871464
50	68047.659345
51	68048.454587
52	68049.259317
53	68050.059595
54	68050.871284
55	68051.659937
56	68052.460003
57	68053.259692
58	68054.059945
59	68054.871589
60	68055.659823
61	68056.454584
62	68057.260225
63	68058.037908
64	68058.871231
65	68059.660358
66	68060.454462
67	68061.254376
68	68062.060196
69	68062.871206
70	68063.660421
71	68064.460300
72	68065.254151
73	68066.054094
74	68066.860347
75	68067.653985
76	68068.470833
77	68069.253854
78	68070.070743
79	68070.870487
80	68071.653697
81	68072.460789
82	68073.270458
83	68074.077346
84	68074.870299
85	68075.660798
86	68076.453267
87	68077.253200
88	68078.053132
89	68078.869828
90	68079.669828
91	68080.460840
92	68081.252795
93	68082.052810
94	68082.869611
95	68083.660597
96	68084.469383
97	68085.260552
98	68086.052344
99	68086.869014
100	68087.661599
101	68088.469037
102	68089.268988
103	68090.068813
104	68090.868768
105	68091.660882
106	68092.460542
107	68093.251632
108	68094.051581
109	68094.860861
110	68095.660825
111	68096.460810
112	68097.251139
113	68098.051078
114	68098.867800
115	68099.650903
116	68100.450849
117	68101.250711
118	68102.050700
119	68102.867245
120	68103.650444
121	68104.450427
122	68105.267257
123	68106.060421
124	68106.867110
125	68107.650102
126	68108.460419
127	68109.260694
128	68110.049877
129	68110.866371
130	68111.649621
131	68112.449505
132	68113.260631
133	68114.049337
134	68114.866231
135	68115.649161
136	68116.449077
137	68117.248974
138	68118.060240
139	68118.860573
140	68119.648720
141	68120.460560
142	68121.265464
143	68122.060161
144	68122.860367
145	68123.648260
146	68124.448155
147	68125.248153
148	68126.048083
149	68126.860188
150	68127.647871
151	68128.447775
152	68129.247686
153	68130.047554
154	68130.864392
155	68131.647358
156	68132.447290
157	68133.247180
158	68134.047117
159	68134.860326
160	68135.646933
161	68136.446875
162	68137.246742
163	68138.046658
164	68138.863446
165	68139.646506
166	68140.463374
167	68141.246291
168	68142.046245
169	68142.859921
170	68143.646053
171	68144.446001
172	68145.245855
173	68146.045879
174	68146.862615
175	68147.645605
176	68148.445544
177	68149.262377
178	68150.062190
179	68150.862224
180	68151.661974
181	68152.461896
182	68153.261837
183	68154.061763
184	68154.861672
185	68155.661582
186	68156.461397
187	68157.261516
188	68158.061270
189	68158.860950
190	68159.660983
191	68160.461096
192	68161.249516
193	68162.060897
194	68162.877483
195	68163.660414
196	68164.460526
197	68165.260412
198	68166.065250
199	68166.859790
200	68167.659954
201	68168.459930
202	68169.259768
203	68170.059725
204	68170.876313
205	68171.659596
206	68172.459493
207	68173.259575
208	68174.059619
209	68174.859710
210	68175.659297
211	68176.459140
212	68177.259223
213	68178.059536
214	68178.876145
215	68179.659565
216	68180.459568
217	68181.259363
218	68182.059553
219	68182.859741
220	68183.676124
221	68184.459466
222	68185.259455
223	68186.059466
224	68186.859496
225	68187.659643
226	68188.459446
227	68189.259436
228	68190.059451
229	68190.859411
230	68191.659275
231	68192.459274
232	68193.259321
233	68194.059202
234	68194.873566
235	68195.659252
236	68196.459247
237	68197.263392
238	68198.059310
239	68198.859216
240	68199.659129
241	68200.459190
242	68201.259285
243	68202.050479
244	68202.875922
245	68203.672845
246	68204.459050
247	68205.259135
248	68206.059062
249	68206.875906
250	68207.659066
251	68208.458987
252	68209.259012
253	68210.058920
254	68210.858899
255	68211.658908
256	68212.458996
257	68213.258936
258	68214.058983
259	68214.875690
260	68215.658833
261	68216.458839
262	68217.258831
263	68218.059002
264	68218.842228
265	68219.658809
266	68220.470965
267	68221.270911
268	68222.070810
269	68222.875664
270	68223.658740
271	68224.458783
272	68225.258687
273	68226.058777
274	68226.858666
275	68227.658688
276	68228.458698
277	68229.258623
278	68230.058663
279	68230.875583
280	68231.653973
281	68232.452684
282	68233.258575
283	68234.058553
284	68234.875486
285	68235.658626
286	68236.458970
287	68237.258557
288	68238.069020
289	68238.875491
290	68239.668805
291	68240.468734
292	68241.258492
293	68242.058502
294	68242.851885
295	68243.658460
296	68244.451336
297	68245.258423
298	68246.058457
299	68246.851458
300	68247.658364
301	68248.458381
302	68249.258336
303	68250.051914
304	68250.881974
305	68251.658367
306	68252.450397
307	68253.258303
308	68254.058296
309	68254.850472
310	68255.658304
311	68256.450045
312	68257.249906
313	68258.049892
314	68258.850249
315	68259.658223
316	68260.458193
317	68261.249467
318	68262.058180
319	68262.866081
320	68263.649158
321	68264.458159
322	68265.258157
323	68266.048850
324	68266.875037
325	68267.658116
326	68268.448622
327	68269.258076
328	68270.058039
329	68270.858022
330	68271.658059
331	68272.458013
332	68273.248053
333	68274.058100
334	68274.858058
335	68275.647859
336	68276.447776
337	68277.247724
338	68278.047517
339	68278.874740
340	68279.647358
341	68280.457906
342	68281.257908
343	68282.057891
344	68282.847361
345	68283.657876
346	68284.457828
347	68285.246729
348	68286.046661
349	68286.846860
350	68287.646483
351	68288.474601
352	68289.246232
353	68290.046207
354	68290.846393
355	68291.645979
356	68292.445947
357	68293.245904
358	68294.045830
359	68294.846071
360	68295.645616
361	68296.445542
362	68297.245416
363	68298.045288
364	68298.845559
365	68299.645116
366	68300.462025
367	68301.261799
368	68302.061763
369	68302.874536
370	68303.661488
371	68304.461465
372	68305.261139
373	68306.061251
374	68382.562135
375	68383.361420
376	68384.162286
377	68384.960992
378	68385.761721
379	68386.561557
380	68387.360995
381	68388.161833
382	68388.962039
383	68389.760595
384	68390.562223
385	68391.361368
386	68392.160557
387	68392.961767
388	68393.761747
389	68394.562557
390	68395.361723
391	68396.174247
392	68396.961795
393	68397.761910
394	68398.561034
395	68399.362082
396	68400.161251
397	68400.960426
398	68401.761876
399	68402.561502
400	68403.356157
401	68404.156086
402	68404.956065
403	68405.772788
