4.5896 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
5.6782 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11005d390>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units='pix', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6782 	EXP 	window1: recordFrameIntervals = False
5.8443 	EXP 	window1: recordFrameIntervals = True
6.0277 	EXP 	window1: recordFrameIntervals = False
6.0277 	EXP 	window1: recordFrameIntervals = True
6.0319 	EXP 	Created slides = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='slides', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1440.,   900.]), texRes=128, units='pix', win=Window(...))
6.0846 	EXP 	Created hand = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='/Users/ecohodes/sc_magic/media/orange_hand.png', interpolate=True, mask=None, maskParams=None, name='hand', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([50, 65]), texRes=128, units='pix', win=Window(...))
6.1422 	EXP 	Created time_left_label = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#053270', colorSpace='hex', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='time_left_label', opacity=1.0, ori=0.0, pos=array([ 0.9, -0.8]), rgb=array([  5,  50, 112]), text='', units='norm', win=Window(...), wrapWidth=1)
6.2059 	EXP 	Created ITI = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='ITI', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1440.,   900.]), texRes=128, units='pix', win=Window(...))
6.2150 	EXP 	Created counter_background = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='counter_background', opacity=0.0, ori=0.0, pos=array([ 550., -435.]), size=array([ 175.,   45.]), texRes=128, units='pix', win=Window(...))
6.2165 	EXP 	Created counter = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'#053270', colorSpace='hex', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=24, italic=False, name='counter', opacity=0.0, ori=0.0, pos=array([ 550., -432.]), rgb=array([  5,  50, 112]), text='', units='pix', win=Window(...), wrapWidth=500)
6.2462 	EXP 	Created break_start = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='break_start', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u"We're taking a break!", units='pix', win=Window(...), wrapWidth=500)
6.2588 	EXP 	Created get_ready = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='get_ready', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'Get ready...', units='pix', win=Window(...), wrapWidth=500)
6.2624 	EXP 	Created balloon = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='balloon', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([120, 150]), texRes=128, units='pix', win=Window(...))
8.7946 	EXP 	Set  sound=C
8.8068 	EXP 	Set  sound=/Users/ecohodes/sc_magic/media/Sounds/balloon_pop.wav
8.8971 	EXP 	Created antic_background = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='antic_background', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1440.,   900.]), texRes=128, units='pix', win=Window(...))
8.9837 	EXP 	Created avoid_background = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='avoid_background', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1440.,   900.]), texRes=128, units='pix', win=Window(...))
9.1045 	EXP 	slides: autoDraw = True
9.1045 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide01.jpg'
9.1272 	WARNING 	t of last frame was 22.70ms (=1/44)
18.1840 	DATA 	Keypress: space
18.2703 	WARNING 	t of last frame was 126.14ms (=1/7)
18.2703 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide02.jpg'
20.4747 	WARNING 	t of last frame was 21.32ms (=1/46)
20.8672 	DATA 	Keypress: space
20.9442 	WARNING 	t of last frame was 83.60ms (=1/11)
20.9442 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide03.jpg'
22.1315 	DATA 	Keypress: space
22.2106 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.2105 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide04.jpg'
24.3996 	DATA 	Keypress: space
24.4866 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide05.jpg'
25.8081 	DATA 	Keypress: space
25.8865 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide06.jpg'
28.2989 	DATA 	Keypress: space
28.3861 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide07.jpg'
30.7159 	DATA 	Keypress: space
30.8190 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide08.jpg'
33.2079 	DATA 	Keypress: 4
33.2939 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide09.jpg'
34.7487 	DATA 	Keypress: 2
34.8355 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide10.jpg'
35.9732 	DATA 	Keypress: 3
36.0518 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide11.jpg'
36.9066 	DATA 	Keypress: 1
37.0017 	EXP 	slides: image = '/Users/ecohodes/sc_magic/media/Mundane_instruction_slides/Balloon_mri_instruction_slides/Slide12.jpg'
43.4159 	DATA 	Keypress: 4
43.8390 	DATA 	Keypress: 2
43.8800 	EXP 	window1: blendMode = 'avg'
43.9010 	EXP 	slides: autoDraw = False
43.9010 	EXP 	hand: autoDraw = True
43.9010 	EXP 	time_left_label: autoDraw = True
43.9010 	EXP 	time_left_label: text = '20'
43.9045 	EXP 	window1: blendMode = 'avg'
43.9185 	EXP 	window1: blendMode = 'avg'
43.9399 	EXP 	window1: blendMode = 'avg'
43.9518 	EXP 	window1: blendMode = 'avg'
43.9685 	EXP 	window1: blendMode = 'avg'
43.9851 	EXP 	window1: blendMode = 'avg'
44.0018 	EXP 	window1: blendMode = 'avg'
44.0185 	EXP 	window1: blendMode = 'avg'
44.0352 	EXP 	window1: blendMode = 'avg'
44.0519 	EXP 	window1: blendMode = 'avg'
44.0685 	EXP 	window1: blendMode = 'avg'
44.0850 	EXP 	window1: blendMode = 'avg'
44.1024 	EXP 	window1: blendMode = 'avg'
