19.410739	0.58317	1
20.193967	0.016873	1
21.02731	1.099924	1
39.068614	0.516532	1
39.735101	0.916556	1
56.776913	0.789585	1
73.660393	0.587799	1
75.664611	0.461843	1
76.497891	0.183089	1
92.612774	0.097145	1
92.72923	0.199954	1
93.095766	0.033429	1
93.462369	0.300212	1
94.678845	0.466684	1
112.426897	0.833391	1
147.908991	0.447494	1
148.692039	3.166899	1
167.941824	0.03357	1
169.258741	0.099647	1
224.064442	0.550095	1
242.112504	0.616407	1
243.162146	1.36656	1
260.043553	0.100129	1
260.210242	0.333249	1
260.560371	0.649953	1
261.27705	0.266323	1
261.643448	1.416599	1
